x	y	label	showSelected
0.5	0.5	MANBA	MANBA
0.5	0.5	MANBAL	MANBAL
0.5	0.5	MANEA	MANEA
0.5	0.5	MANEAL	MANEAL
0.5	0.5	MANF	MANF
0.5	0.5	MAP1A	MAP1A
0.5	0.5	MAP1B	MAP1B
0.5	0.5	MAP1D	MAP1D
0.5	0.5	MAP1LC3A	MAP1LC3A
0.5	0.5	MAP1LC3B	MAP1LC3B
0.5	0.5	MAP1LC3B2	MAP1LC3B2
0.5	0.5	MAP1S	MAP1S
0.5	0.5	MAP2K1	MAP2K1
0.5	0.5	MAP2K2	MAP2K2
0.5	0.5	MAP2K3	MAP2K3
0.5	0.5	MAP2K4	MAP2K4
0.5	0.5	MAP2K5	MAP2K5
0.5	0.5	MAP2K6	MAP2K6
0.5	0.5	MAP2K7	MAP2K7
0.5	0.5	MAP3K1	MAP3K1
0.5	0.5	MAP3K10	MAP3K10
0.5	0.5	MAP3K11	MAP3K11
0.5	0.5	MAP3K12	MAP3K12
0.5	0.5	MAP3K13	MAP3K13
0.5	0.5	MAP3K14	MAP3K14
0.5	0.5	MAP3K2	MAP3K2
0.5	0.5	MAP3K3	MAP3K3
0.5	0.5	MAP3K4	MAP3K4
0.5	0.5	MAP3K5	MAP3K5
0.5	0.5	MAP3K6	MAP3K6
0.5	0.5	MAP3K7	MAP3K7
0.5	0.5	MAP3K8	MAP3K8
0.5	0.5	MAP3K9	MAP3K9
0.5	0.5	MAP4	MAP4
0.5	0.5	MAP4K1	MAP4K1
0.5	0.5	MAP4K2	MAP4K2
0.5	0.5	MAP4K3	MAP4K3
0.5	0.5	MAP4K4	MAP4K4
0.5	0.5	MAP4K5	MAP4K5
0.5	0.5	MAP6D1	MAP6D1
0.5	0.5	MAP7	MAP7
0.5	0.5	MAP7D1	MAP7D1
0.5	0.5	MAP7D3	MAP7D3
0.5	0.5	MAPK1	MAPK1
0.5	0.5	MAPK11	MAPK11
0.5	0.5	MAPK12	MAPK12
0.5	0.5	MAPK13	MAPK13
0.5	0.5	MAPK14	MAPK14
0.5	0.5	MAPK1IP1L	MAPK1IP1L
0.5	0.5	MAPK3	MAPK3
0.5	0.5	MAPK6	MAPK6
0.5	0.5	MAPK7	MAPK7
0.5	0.5	MAPK8	MAPK8
0.5	0.5	MAPK8IP1	MAPK8IP1
0.5	0.5	MAPK8IP3	MAPK8IP3
0.5	0.5	MAPK9	MAPK9
0.5	0.5	MAPKAP1	MAPKAP1
0.5	0.5	MAPKAPK2	MAPKAPK2
0.5	0.5	MAPKAPK3	MAPKAPK3
0.5	0.5	MAPKAPK5	MAPKAPK5
0.5	0.5	MAPKBP1	MAPKBP1
0.5	0.5	MAPKSP1	MAPKSP1
0.5	0.5	MAPRE1	MAPRE1
0.5	0.5	MAPRE2	MAPRE2
0.5	0.5	MAPRE3	MAPRE3
0.5	0.5	MAPT	MAPT
0.5	0.5	MARCH1	MARCH1
0.5	0.5	MARCH2	MARCH2
0.5	0.5	MARCH3	MARCH3
0.5	0.5	MARCH5	MARCH5
0.5	0.5	MARCH6	MARCH6
0.5	0.5	MARCH7	MARCH7
0.5	0.5	MARCH8	MARCH8
0.5	0.5	MARCH9	MARCH9
0.5	0.5	MARCKS	MARCKS
0.5	0.5	MARCKSL1	MARCKSL1
0.5	0.5	MARK2	MARK2
0.5	0.5	MARK3	MARK3
0.5	0.5	MARK4	MARK4
0.5	0.5	MARS	MARS
0.5	0.5	MARS2	MARS2
0.5	0.5	MARVELD1	MARVELD1
0.5	0.5	MASP2	MASP2
0.5	0.5	MAST1	MAST1
0.5	0.5	MAST2	MAST2
0.5	0.5	MAST3	MAST3
0.5	0.5	MAST4	MAST4
0.5	0.5	MASTL	MASTL
0.5	0.5	MAT2A	MAT2A
0.5	0.5	MAT2B	MAT2B
0.5	0.5	MATK	MATK
0.5	0.5	MATN2	MATN2
0.5	0.5	MATR3	MATR3
0.5	0.5	MAVS	MAVS
0.5	0.5	MAX	MAX
0.5	0.5	MAZ	MAZ
0.5	0.5	MBD1	MBD1
0.5	0.5	MBD2	MBD2
0.5	0.5	MBD3	MBD3
0.5	0.5	MBD4	MBD4
0.5	0.5	MBD5	MBD5
0.5	0.5	MBD6	MBD6
0.5	0.5	MBIP	MBIP
0.5	0.5	MBLAC1	MBLAC1
0.5	0.5	MBLAC2	MBLAC2
0.5	0.5	MBNL1	MBNL1
0.5	0.5	MBNL2	MBNL2
0.5	0.5	MBNL3	MBNL3
0.5	0.5	MBOAT1	MBOAT1
0.5	0.5	MBOAT2	MBOAT2
0.5	0.5	MBOAT4	MBOAT4
0.5	0.5	MBOAT7	MBOAT7
0.5	0.5	MBP	MBP
0.5	0.5	MBTD1	MBTD1
0.5	0.5	MBTPS1	MBTPS1
0.5	0.5	MBTPS2	MBTPS2
0.5	0.5	MC1R	MC1R
0.5	0.5	MCART1	MCART1
0.5	0.5	MCART2	MCART2
0.5	0.5	MCART6	MCART6
0.5	0.5	MCAT	MCAT
0.5	0.5	MCC	MCC
0.5	0.5	MCCC1	MCCC1
0.5	0.5	MCCC2	MCCC2
0.5	0.5	MCEE	MCEE
0.5	0.5	MCFD2	MCFD2
0.5	0.5	MCL1	MCL1
0.5	0.5	MCM10	MCM10
0.5	0.5	MCM2	MCM2
0.5	0.5	MCM3	MCM3
0.5	0.5	MCM3AP	MCM3AP
0.5	0.5	MCM3APAS	MCM3APAS
0.5	0.5	MCM4	MCM4
0.5	0.5	MCM5	MCM5
0.5	0.5	MCM6	MCM6
0.5	0.5	MCM7	MCM7
0.5	0.5	MCM8	MCM8
0.5	0.5	MCM9	MCM9
0.5	0.5	MCOLN1	MCOLN1
0.5	0.5	MCPH1	MCPH1
0.5	0.5	MCRS1	MCRS1
0.5	0.5	MCTP1	MCTP1
0.5	0.5	MCTP2	MCTP2
0.5	0.5	MCTS1	MCTS1
0.5	0.5	MDC1	MDC1
0.5	0.5	MDFIC	MDFIC
0.5	0.5	MDGA1	MDGA1
0.5	0.5	MDH1	MDH1
0.5	0.5	MDH2	MDH2
0.5	0.5	MDK	MDK
0.5	0.5	MDM1	MDM1
0.5	0.5	MDM2	MDM2
0.5	0.5	MDM4	MDM4
0.5	0.5	MDN1	MDN1
0.5	0.5	MDP1	MDP1
0.5	0.5	ME2	ME2
0.5	0.5	ME3	ME3
0.5	0.5	MEA1	MEA1
0.5	0.5	MEAF6	MEAF6
0.5	0.5	MECP2	MECP2
0.5	0.5	MECR	MECR
0.5	0.5	MED1	MED1
0.5	0.5	MED10	MED10
0.5	0.5	MED11	MED11
0.5	0.5	MED12	MED12
0.5	0.5	MED12L	MED12L
0.5	0.5	MED13	MED13
0.5	0.5	MED13L	MED13L
0.5	0.5	MED14	MED14
0.5	0.5	MED15	MED15
0.5	0.5	MED16	MED16
0.5	0.5	MED17	MED17
0.5	0.5	MED18	MED18
0.5	0.5	MED19	MED19
0.5	0.5	MED20	MED20
0.5	0.5	MED21	MED21
0.5	0.5	MED22	MED22
0.5	0.5	MED23	MED23
0.5	0.5	MED24	MED24
0.5	0.5	MED25	MED25
0.5	0.5	MED26	MED26
0.5	0.5	MED27	MED27
0.5	0.5	MED28	MED28
0.5	0.5	MED29	MED29
0.5	0.5	MED30	MED30
0.5	0.5	MED31	MED31
0.5	0.5	MED4	MED4
0.5	0.5	MED6	MED6
0.5	0.5	MED7	MED7
0.5	0.5	MED8	MED8
0.5	0.5	MED9	MED9
0.5	0.5	MEF2A	MEF2A
0.5	0.5	MEF2B	MEF2B
0.5	0.5	MEF2C	MEF2C
0.5	0.5	MEF2D	MEF2D
0.5	0.5	MEGF11	MEGF11
0.5	0.5	MEGF6	MEGF6
0.5	0.5	MEGF8	MEGF8
0.5	0.5	MEGF9	MEGF9
0.5	0.5	MEI1	MEI1
0.5	0.5	MELK	MELK
0.5	0.5	MEMO1	MEMO1
0.5	0.5	MEN1	MEN1
0.5	0.5	MEPCE	MEPCE
0.5	0.5	MERTK	MERTK
0.5	0.5	MESDC1	MESDC1
0.5	0.5	MESDC2	MESDC2
0.5	0.5	MEST	MEST
0.5	0.5	METAP1	METAP1
0.5	0.5	METAP2	METAP2
0.5	0.5	METRNL	METRNL
0.5	0.5	METT10D	METT10D
0.5	0.5	METT11D1	METT11D1
0.5	0.5	METT5D1	METT5D1
0.5	0.5	METTL1	METTL1
0.5	0.5	METTL10	METTL10
0.5	0.5	METTL11A	METTL11A
0.5	0.5	METTL12	METTL12
0.5	0.5	METTL13	METTL13
0.5	0.5	METTL14	METTL14
0.5	0.5	METTL2A	METTL2A
0.5	0.5	METTL2B	METTL2B
0.5	0.5	METTL3	METTL3
0.5	0.5	METTL4	METTL4
0.5	0.5	METTL5	METTL5
0.5	0.5	METTL6	METTL6
0.5	0.5	METTL7A	METTL7A
0.5	0.5	METTL8	METTL8
0.5	0.5	METTL9	METTL9
0.5	0.5	MEX3A	MEX3A
0.5	0.5	MEX3B	MEX3B
0.5	0.5	MEX3C	MEX3C
0.5	0.5	MFAP1	MFAP1
0.5	0.5	MFAP3	MFAP3
0.5	0.5	MFF	MFF
0.5	0.5	MFGE8	MFGE8
0.5	0.5	MFHAS1	MFHAS1
0.5	0.5	MFI2	MFI2
0.5	0.5	MFN1	MFN1
0.5	0.5	MFN2	MFN2
0.5	0.5	MFNG	MFNG
0.5	0.5	MFSD1	MFSD1
0.5	0.5	MFSD10	MFSD10
0.5	0.5	MFSD11	MFSD11
0.5	0.5	MFSD2A	MFSD2A
0.5	0.5	MFSD2B	MFSD2B
0.5	0.5	MFSD3	MFSD3
0.5	0.5	MFSD4	MFSD4
0.5	0.5	MFSD5	MFSD5
0.5	0.5	MFSD6	MFSD6
0.5	0.5	MFSD8	MFSD8
0.5	0.5	MFSD9	MFSD9
0.5	0.5	MGA	MGA
0.5	0.5	MGAT1	MGAT1
0.5	0.5	MGAT2	MGAT2
0.5	0.5	MGAT3	MGAT3
0.5	0.5	MGAT4A	MGAT4A
0.5	0.5	MGAT4B	MGAT4B
0.5	0.5	MGAT5	MGAT5
0.5	0.5	MGC12916	MGC12916
0.5	0.5	MGC12982	MGC12982
0.5	0.5	MGC16275	MGC16275
0.5	0.5	MGC21881	MGC21881
0.5	0.5	MGC23270	MGC23270
0.5	0.5	MGC23284	MGC23284
0.5	0.5	MGC2752	MGC2752
0.5	0.5	MGC29506	MGC29506
0.5	0.5	MGC3771	MGC3771
0.5	0.5	MGC57346	MGC57346
0.5	0.5	MGC70857	MGC70857
0.5	0.5	MGC72080	MGC72080
0.5	0.5	MGEA5	MGEA5
0.5	0.5	MGLL	MGLL
0.5	0.5	MGRN1	MGRN1
0.5	0.5	MGST2	MGST2
0.5	0.5	MGST3	MGST3
0.5	0.5	MIA3	MIA3
0.5	0.5	MIAT	MIAT
0.5	0.5	MIB1	MIB1
0.5	0.5	MIB2	MIB2
0.5	0.5	MICA	MICA
0.5	0.5	MICAL1	MICAL1
0.5	0.5	MICAL2	MICAL2
0.5	0.5	MICAL3	MICAL3
0.5	0.5	MICALL1	MICALL1
0.5	0.5	MICALL2	MICALL2
0.5	0.5	MICB	MICB
0.5	0.5	MID1IP1	MID1IP1
0.5	0.5	MID2	MID2
0.5	0.5	MIDN	MIDN
0.5	0.5	MIER1	MIER1
0.5	0.5	MIER2	MIER2
0.5	0.5	MIER3	MIER3
0.5	0.5	MIF	MIF
0.5	0.5	MIF4GD	MIF4GD
0.5	0.5	MIIP	MIIP
0.5	0.5	MINA	MINA
0.5	0.5	MINK1	MINK1
0.5	0.5	MINPP1	MINPP1
0.5	0.5	MIOS	MIOS
0.5	0.5	MIPEP	MIPEP
0.5	0.5	MIR155HG	MIR155HG
0.5	0.5	MIR17HG	MIR17HG
0.5	0.5	MIS12	MIS12
0.5	0.5	MITD1	MITD1
0.5	0.5	MITF	MITF
0.5	0.5	MKI67	MKI67
0.5	0.5	MKI67IP	MKI67IP
0.5	0.5	MKKS	MKKS
0.5	0.5	MKL1	MKL1
0.5	0.5	MKL2	MKL2
0.5	0.5	MKLN1	MKLN1
0.5	0.5	MKNK1	MKNK1
0.5	0.5	MKNK2	MKNK2
0.5	0.5	MKRN1	MKRN1
0.5	0.5	MKRN2	MKRN2
0.5	0.5	MKS1	MKS1
0.5	0.5	MLANA	MLANA
0.5	0.5	MLC1	MLC1
0.5	0.5	MLEC	MLEC
0.5	0.5	MLF1IP	MLF1IP
0.5	0.5	MLF2	MLF2
0.5	0.5	MLH1	MLH1
0.5	0.5	MLH3	MLH3
0.5	0.5	MLKL	MLKL
0.5	0.5	MLL	MLL
0.5	0.5	MLL2	MLL2
0.5	0.5	MLL3	MLL3
0.5	0.5	MLL4	MLL4
0.5	0.5	MLL5	MLL5
0.5	0.5	MLLT1	MLLT1
0.5	0.5	MLLT10	MLLT10
0.5	0.5	MLLT11	MLLT11
0.5	0.5	MLLT3	MLLT3
0.5	0.5	MLLT4	MLLT4
0.5	0.5	MLLT6	MLLT6
0.5	0.5	MLST8	MLST8
0.5	0.5	MLX	MLX
0.5	0.5	MLXIP	MLXIP
0.5	0.5	MLYCD	MLYCD
0.5	0.5	MMAA	MMAA
0.5	0.5	MMAB	MMAB
0.5	0.5	MMACHC	MMACHC
0.5	0.5	MMADHC	MMADHC
0.5	0.5	MMD	MMD
0.5	0.5	MMGT1	MMGT1
0.5	0.5	MMP14	MMP14
0.5	0.5	MMP17	MMP17
0.5	0.5	MMP19	MMP19
0.5	0.5	MMP24	MMP24
0.5	0.5	MMP25	MMP25
0.5	0.5	MMRN1	MMRN1
0.5	0.5	MMS19	MMS19
0.5	0.5	MN1	MN1
0.5	0.5	MNAT1	MNAT1
0.5	0.5	MND1	MND1
0.5	0.5	MNDA	MNDA
0.5	0.5	MNS1	MNS1
0.5	0.5	MNT	MNT
0.5	0.5	MOAP1	MOAP1
0.5	0.5	MOB2	MOB2
0.5	0.5	MOBKL1A	MOBKL1A
0.5	0.5	MOBKL1B	MOBKL1B
0.5	0.5	MOBKL2A	MOBKL2A
0.5	0.5	MOBKL2B	MOBKL2B
0.5	0.5	MOBKL2C	MOBKL2C
0.5	0.5	MOBKL3	MOBKL3
0.5	0.5	MOCS2	MOCS2
0.5	0.5	MOCS3	MOCS3
0.5	0.5	MOGS	MOGS
0.5	0.5	MON1A	MON1A
0.5	0.5	MON1B	MON1B
0.5	0.5	MON2	MON2
0.5	0.5	MORC2	MORC2
0.5	0.5	MORC3	MORC3
0.5	0.5	MORF4L1	MORF4L1
0.5	0.5	MORF4L2	MORF4L2
0.5	0.5	MORN1	MORN1
0.5	0.5	MORN2	MORN2
0.5	0.5	MOSPD1	MOSPD1
0.5	0.5	MOSPD2	MOSPD2
0.5	0.5	MOSPD3	MOSPD3
0.5	0.5	MOV10	MOV10
0.5	0.5	MPDU1	MPDU1
0.5	0.5	MPEG1	MPEG1
0.5	0.5	MPG	MPG
0.5	0.5	MPHOSPH10	MPHOSPH10
0.5	0.5	MPHOSPH6	MPHOSPH6
0.5	0.5	MPHOSPH8	MPHOSPH8
0.5	0.5	MPHOSPH9	MPHOSPH9
0.5	0.5	MPI	MPI
0.5	0.5	MPL	MPL
0.5	0.5	MPND	MPND
0.5	0.5	MPO	MPO
0.5	0.5	MPP1	MPP1
0.5	0.5	MPP5	MPP5
0.5	0.5	MPP6	MPP6
0.5	0.5	MPP7	MPP7
0.5	0.5	MPPE1	MPPE1
0.5	0.5	MPRIP	MPRIP
0.5	0.5	MPST	MPST
0.5	0.5	MPV17	MPV17
0.5	0.5	MPV17L2	MPV17L2
0.5	0.5	MPZ	MPZ
0.5	0.5	MPZL1	MPZL1
0.5	0.5	MR1	MR1
0.5	0.5	MRC2	MRC2
0.5	0.5	MRE11A	MRE11A
0.5	0.5	MREG	MREG
0.5	0.5	MRFAP1	MRFAP1
0.5	0.5	MRFAP1L1	MRFAP1L1
0.5	0.5	MRI1	MRI1
0.5	0.5	MRM1	MRM1
0.5	0.5	MRP63	MRP63
0.5	0.5	MRPL1	MRPL1
0.5	0.5	MRPL10	MRPL10
0.5	0.5	MRPL11	MRPL11
0.5	0.5	MRPL12	MRPL12
0.5	0.5	MRPL13	MRPL13
0.5	0.5	MRPL14	MRPL14
0.5	0.5	MRPL15	MRPL15
0.5	0.5	MRPL16	MRPL16
0.5	0.5	MRPL17	MRPL17
0.5	0.5	MRPL18	MRPL18
0.5	0.5	MRPL19	MRPL19
0.5	0.5	MRPL2	MRPL2
0.5	0.5	MRPL20	MRPL20
0.5	0.5	MRPL21	MRPL21
0.5	0.5	MRPL22	MRPL22
0.5	0.5	MRPL23	MRPL23
0.5	0.5	MRPL24	MRPL24
0.5	0.5	MRPL27	MRPL27
0.5	0.5	MRPL28	MRPL28
0.5	0.5	MRPL3	MRPL3
0.5	0.5	MRPL30	MRPL30
0.5	0.5	MRPL32	MRPL32
0.5	0.5	MRPL33	MRPL33
0.5	0.5	MRPL34	MRPL34
0.5	0.5	MRPL35	MRPL35
0.5	0.5	MRPL36	MRPL36
0.5	0.5	MRPL37	MRPL37
0.5	0.5	MRPL38	MRPL38
0.5	0.5	MRPL39	MRPL39
0.5	0.5	MRPL4	MRPL4
0.5	0.5	MRPL40	MRPL40
0.5	0.5	MRPL41	MRPL41
0.5	0.5	MRPL42	MRPL42
0.5	0.5	MRPL42P5	MRPL42P5
0.5	0.5	MRPL43	MRPL43
0.5	0.5	MRPL44	MRPL44
0.5	0.5	MRPL45	MRPL45
0.5	0.5	MRPL46	MRPL46
0.5	0.5	MRPL47	MRPL47
0.5	0.5	MRPL48	MRPL48
0.5	0.5	MRPL49	MRPL49
0.5	0.5	MRPL50	MRPL50
0.5	0.5	MRPL51	MRPL51
0.5	0.5	MRPL52	MRPL52
0.5	0.5	MRPL53	MRPL53
0.5	0.5	MRPL54	MRPL54
0.5	0.5	MRPL55	MRPL55
0.5	0.5	MRPL9	MRPL9
0.5	0.5	MRPS10	MRPS10
0.5	0.5	MRPS11	MRPS11
0.5	0.5	MRPS12	MRPS12
0.5	0.5	MRPS14	MRPS14
0.5	0.5	MRPS15	MRPS15
0.5	0.5	MRPS16	MRPS16
0.5	0.5	MRPS17	MRPS17
0.5	0.5	MRPS18A	MRPS18A
0.5	0.5	MRPS18B	MRPS18B
0.5	0.5	MRPS18C	MRPS18C
0.5	0.5	MRPS2	MRPS2
0.5	0.5	MRPS21	MRPS21
0.5	0.5	MRPS22	MRPS22
0.5	0.5	MRPS23	MRPS23
0.5	0.5	MRPS24	MRPS24
0.5	0.5	MRPS25	MRPS25
0.5	0.5	MRPS26	MRPS26
0.5	0.5	MRPS27	MRPS27
0.5	0.5	MRPS28	MRPS28
0.5	0.5	MRPS30	MRPS30
0.5	0.5	MRPS31	MRPS31
0.5	0.5	MRPS33	MRPS33
0.5	0.5	MRPS34	MRPS34
0.5	0.5	MRPS35	MRPS35
0.5	0.5	MRPS36	MRPS36
0.5	0.5	MRPS5	MRPS5
0.5	0.5	MRPS6	MRPS6
0.5	0.5	MRPS7	MRPS7
0.5	0.5	MRPS9	MRPS9
0.5	0.5	MRRF	MRRF
0.5	0.5	MRS2	MRS2
0.5	0.5	MRS2P2	MRS2P2
0.5	0.5	MRTO4	MRTO4
0.5	0.5	MRVI1	MRVI1
0.5	0.5	MS4A1	MS4A1
0.5	0.5	MS4A14	MS4A14
0.5	0.5	MS4A3	MS4A3
0.5	0.5	MS4A6A	MS4A6A
0.5	0.5	MS4A7	MS4A7
0.5	0.5	MSH2	MSH2
0.5	0.5	MSH3	MSH3
0.5	0.5	MSH5	MSH5
0.5	0.5	MSH6	MSH6
0.5	0.5	MSI2	MSI2
0.5	0.5	MSL1	MSL1
0.5	0.5	MSL2	MSL2
0.5	0.5	MSL3	MSL3
0.5	0.5	MSL3L2	MSL3L2
0.5	0.5	MSMP	MSMP
0.5	0.5	MSN	MSN
0.5	0.5	MSRA	MSRA
0.5	0.5	MSRB2	MSRB2
0.5	0.5	MSRB3	MSRB3
0.5	0.5	MST1	MST1
0.5	0.5	MST1P2	MST1P2
0.5	0.5	MST4	MST4
0.5	0.5	MSTO1	MSTO1
0.5	0.5	MSTO2P	MSTO2P
0.5	0.5	MT2A	MT2A
0.5	0.5	MTA1	MTA1
0.5	0.5	MTA2	MTA2
0.5	0.5	MTA3	MTA3
0.5	0.5	MTAP	MTAP
0.5	0.5	MTBP	MTBP
0.5	0.5	MTCH1	MTCH1
0.5	0.5	MTCH2	MTCH2
0.5	0.5	MTCP1	MTCP1
0.5	0.5	MTCP1NB	MTCP1NB
0.5	0.5	MTDH	MTDH
0.5	0.5	MTERF	MTERF
0.5	0.5	MTERFD1	MTERFD1
0.5	0.5	MTERFD2	MTERFD2
0.5	0.5	MTERFD3	MTERFD3
0.5	0.5	MTF1	MTF1
0.5	0.5	MTF2	MTF2
0.5	0.5	MTFMT	MTFMT
0.5	0.5	MTFR1	MTFR1
0.5	0.5	MTG1	MTG1
0.5	0.5	MTHFD1	MTHFD1
0.5	0.5	MTHFD1L	MTHFD1L
0.5	0.5	MTHFD2	MTHFD2
0.5	0.5	MTHFD2L	MTHFD2L
0.5	0.5	MTHFR	MTHFR
0.5	0.5	MTHFS	MTHFS
0.5	0.5	MTHFSD	MTHFSD
0.5	0.5	MTIF2	MTIF2
0.5	0.5	MTIF3	MTIF3
0.5	0.5	MTL5	MTL5
0.5	0.5	MTM1	MTM1
0.5	0.5	MTMR1	MTMR1
0.5	0.5	MTMR10	MTMR10
0.5	0.5	MTMR12	MTMR12
0.5	0.5	MTMR14	MTMR14
0.5	0.5	MTMR15	MTMR15
0.5	0.5	MTMR2	MTMR2
0.5	0.5	MTMR3	MTMR3
0.5	0.5	MTMR4	MTMR4
0.5	0.5	MTMR6	MTMR6
0.5	0.5	MTMR7	MTMR7
0.5	0.5	MTMR9	MTMR9
0.5	0.5	MTO1	MTO1
0.5	0.5	MTOR	MTOR
0.5	0.5	MTP18	MTP18
0.5	0.5	MTPAP	MTPAP
0.5	0.5	MTR	MTR
0.5	0.5	MTRF1	MTRF1
0.5	0.5	MTRF1L	MTRF1L
0.5	0.5	MTRR	MTRR
0.5	0.5	MTSS1	MTSS1
0.5	0.5	MTSS1L	MTSS1L
0.5	0.5	MTVR2	MTVR2
0.5	0.5	MTX1	MTX1
0.5	0.5	MTX2	MTX2
0.5	0.5	MTX3	MTX3
0.5	0.5	MUC1	MUC1
0.5	0.5	MUC20	MUC20
0.5	0.5	MUC5B	MUC5B
0.5	0.5	MUC6	MUC6
0.5	0.5	MUDENG	MUDENG
0.5	0.5	MUL1	MUL1
0.5	0.5	MUM1	MUM1
0.5	0.5	MUS81	MUS81
0.5	0.5	MUSTN1	MUSTN1
0.5	0.5	MUT	MUT
0.5	0.5	MUTED	MUTED
0.5	0.5	MUTYH	MUTYH
0.5	0.5	MVD	MVD
0.5	0.5	MVK	MVK
0.5	0.5	MVP	MVP
0.5	0.5	MX1	MX1
0.5	0.5	MX2	MX2
0.5	0.5	MXD1	MXD1
0.5	0.5	MXD3	MXD3
0.5	0.5	MXD4	MXD4
0.5	0.5	MXI1	MXI1
0.5	0.5	MXRA7	MXRA7
0.5	0.5	MXRA8	MXRA8
0.5	0.5	MYADM	MYADM
0.5	0.5	MYB	MYB
0.5	0.5	MYBBP1A	MYBBP1A
0.5	0.5	MYBL1	MYBL1
0.5	0.5	MYBL2	MYBL2
0.5	0.5	MYC	MYC
0.5	0.5	MYCBP	MYCBP
0.5	0.5	MYCBP2	MYCBP2
0.5	0.5	MYD88	MYD88
0.5	0.5	MYEOV2	MYEOV2
0.5	0.5	MYH10	MYH10
0.5	0.5	MYH11	MYH11
0.5	0.5	MYH3	MYH3
0.5	0.5	MYH7B	MYH7B
0.5	0.5	MYH9	MYH9
0.5	0.5	MYL12A	MYL12A
0.5	0.5	MYL12B	MYL12B
0.5	0.5	MYL5	MYL5
0.5	0.5	MYL6	MYL6
0.5	0.5	MYL6B	MYL6B
0.5	0.5	MYLIP	MYLIP
0.5	0.5	MYLK	MYLK
0.5	0.5	MYLK4	MYLK4
0.5	0.5	MYNN	MYNN
0.5	0.5	MYO15A	MYO15A
0.5	0.5	MYO15B	MYO15B
0.5	0.5	MYO18A	MYO18A
0.5	0.5	MYO19	MYO19
0.5	0.5	MYO1C	MYO1C
0.5	0.5	MYO1E	MYO1E
0.5	0.5	MYO1F	MYO1F
0.5	0.5	MYO1G	MYO1G
0.5	0.5	MYO5A	MYO5A
0.5	0.5	MYO5C	MYO5C
0.5	0.5	MYO9A	MYO9A
0.5	0.5	MYO9B	MYO9B
0.5	0.5	MYOM1	MYOM1
0.5	0.5	MYOM2	MYOM2
0.5	0.5	MYOZ3	MYOZ3
0.5	0.5	MYPOP	MYPOP
0.5	0.5	MYRIP	MYRIP
0.5	0.5	MYSM1	MYSM1
0.5	0.5	MYST1	MYST1
0.5	0.5	MYST2	MYST2
0.5	0.5	MYST3	MYST3
0.5	0.5	MYST4	MYST4
0.5	0.5	MZF1	MZF1
0.5	0.5	N4BP1	N4BP1
0.5	0.5	N4BP2	N4BP2
0.5	0.5	N4BP2L1	N4BP2L1
0.5	0.5	N4BP2L2	N4BP2L2
0.5	0.5	N4BP3	N4BP3
0.5	0.5	N6AMT1	N6AMT1
0.5	0.5	N6AMT2	N6AMT2
0.5	0.5	NAA10	NAA10
0.5	0.5	NAA15	NAA15
0.5	0.5	NAA16	NAA16
0.5	0.5	NAA20	NAA20
0.5	0.5	NAA25	NAA25
0.5	0.5	NAA30	NAA30
0.5	0.5	NAA35	NAA35
0.5	0.5	NAA38	NAA38
0.5	0.5	NAA40	NAA40
0.5	0.5	NAA50	NAA50
0.5	0.5	NAAA	NAAA
0.5	0.5	NAALAD2	NAALAD2
0.5	0.5	NAB1	NAB1
0.5	0.5	NAB2	NAB2
0.5	0.5	NACA	NACA
0.5	0.5	NACA2	NACA2
0.5	0.5	NACAP1	NACAP1
0.5	0.5	NACC1	NACC1
0.5	0.5	NADK	NADK
0.5	0.5	NADSYN1	NADSYN1
0.5	0.5	NAE1	NAE1
0.5	0.5	NAF1	NAF1
0.5	0.5	NAGA	NAGA
0.5	0.5	NAGK	NAGK
0.5	0.5	NAGLU	NAGLU
0.5	0.5	NAGPA	NAGPA
0.5	0.5	NAIF1	NAIF1
0.5	0.5	NAIP	NAIP
0.5	0.5	NAMPT	NAMPT
0.5	0.5	NANOS1	NANOS1
0.5	0.5	NANP	NANP
0.5	0.5	NANS	NANS
0.5	0.5	NAP1L1	NAP1L1
0.5	0.5	NAP1L4	NAP1L4
0.5	0.5	NAP1L5	NAP1L5
0.5	0.5	NAPA	NAPA
0.5	0.5	NAPB	NAPB
0.5	0.5	NAPEPLD	NAPEPLD
0.5	0.5	NAPG	NAPG
0.5	0.5	NAPRT1	NAPRT1
0.5	0.5	NAPSB	NAPSB
0.5	0.5	NARF	NARF
0.5	0.5	NARFL	NARFL
0.5	0.5	NARG2	NARG2
0.5	0.5	NARS	NARS
0.5	0.5	NARS2	NARS2
0.5	0.5	NASP	NASP
0.5	0.5	NAT1	NAT1
0.5	0.5	NAT10	NAT10
0.5	0.5	NAT14	NAT14
0.5	0.5	NAT15	NAT15
0.5	0.5	NAT6	NAT6
0.5	0.5	NAT9	NAT9
0.5	0.5	NAV1	NAV1
0.5	0.5	NBAS	NBAS
0.5	0.5	NBEAL1	NBEAL1
0.5	0.5	NBEAL2	NBEAL2
0.5	0.5	NBL1	NBL1
0.5	0.5	NBN	NBN
0.5	0.5	NBPF1	NBPF1
0.5	0.5	NBPF10	NBPF10
0.5	0.5	NBPF14	NBPF14
0.5	0.5	NBPF15	NBPF15
0.5	0.5	NBPF3	NBPF3
0.5	0.5	NBPF9	NBPF9
0.5	0.5	NBR1	NBR1
0.5	0.5	NBR2	NBR2
0.5	0.5	NCALD	NCALD
0.5	0.5	NCAM1	NCAM1
